id,pasajero_id,conductor_id,vehiculo_id,tarifa_id,estado,metodo_pago,distrito_origen,distrito_destino,direccion_origen,direccion_destino,distancia_km,duracion_min,monto_total,solicitado_en,iniciado_en,finalizado_en
21468,11717,61,61,3,finalizado,billetera,Surco,San Borja,Pasadizo de José Baró 59 Apt. 92 ,Pasaje de Celia Amo 9,27.57,62,89.66,2026-08-17 03:31:00,2026-08-17 03:33:00,2026-08-17 04:35:00
21469,10781,548,548,3,finalizado,billetera,Jesús María,San Borja,Plaza de Nydia Arribas 3 Piso 6 ,Pasaje Clotilde Aparicio 17,8.68,27,37.08,2026-06-14 21:07:00,2026-06-14 21:16:00,2026-06-14 21:43:00
21470,18951,133,133,1,finalizado,tarjeta,Jesús María,Miraflores,Acceso de Saturnino Lerma 43,Cañada de Javiera Garzón 913 Piso 7 ,7.71,24,18.48,2026-07-30 05:37:00,2026-07-30 05:39:00,2026-07-30 06:03:00
21471,4141,229,229,1,finalizado,tarjeta,Magdalena,Lince,Paseo de Gilberto Crespi 924,Glorieta de Marcia Feliu 577,8.30,29,20.38,2026-06-30 17:39:00,2026-06-30 17:42:00,2026-06-30 18:11:00
21472,14059,10,10,3,finalizado,tarjeta,Pueblo Libre,Lince,Plaza de Claudia Villaverde 70,Cuesta de Fernanda Taboada 752 Puerta 4 ,21.84,75,84.34,2026-06-15 04:18:00,2026-06-15 04:23:00,2026-06-15 05:38:00
21473,17008,547,547,1,finalizado,billetera,Pueblo Libre,Jesús María,Avenida Flavio Gomis 17,Pasaje de Germán Puerta 84 Piso 7 ,2.35,5,9.40,2026-04-09 18:57:00,2026-04-09 19:03:00,2026-04-09 19:08:00
21474,3187,154,154,2,finalizado,billetera,La Molina,Magdalena,Pasadizo Curro Escrivá 21 Piso 4 ,Via de Leoncio Cerro 436,3.11,9,12.89,2026-05-11 06:20:00,2026-05-11 06:28:00,2026-05-11 06:37:00
21475,830,518,518,1,finalizado,tarjeta,Barranco,San Borja,Camino de Obdulia Mayo 36,Cañada de Benigna Santiago 347,9.32,23,20.00,2026-07-19 05:49:00,2026-07-19 05:51:00,2026-07-19 06:14:00
21476,13930,194,194,1,finalizado,efectivo,Pueblo Libre,Surco,Urbanización de Susana Bermejo 6 Piso 6 ,Glorieta Aránzazu Pallarès 6 Puerta 3 ,10.28,38,29.77,2026-06-24 19:44:00,2026-06-24 19:45:00,2026-06-24 20:23:00
21477,16151,589,589,2,finalizado,tarjeta,San Juan de Lurigancho,Lince,Glorieta Felicidad Barrio 79,Camino Olalla Castelló 22 Puerta 1 ,16.88,62,49.82,2026-06-19 01:04:00,2026-06-19 01:05:00,2026-06-19 02:07:00
21478,11268,1,1,2,finalizado,efectivo,Miraflores,Callao,Glorieta de Leocadia Zapata 9,Paseo de Flavia Correa 71 Apt. 82 ,20.26,56,71.28,2026-08-19 18:27:00,2026-08-19 18:33:00,2026-08-19 19:29:00
21479,7906,32,32,1,finalizado,efectivo,San Juan de Lurigancho,San Borja,Acceso de Blas Olmedo 60 Piso 9 ,Pasaje Olga Peláez 61,11.66,37,26.08,2026-07-28 09:58:00,2026-07-28 10:03:00,2026-07-28 10:40:00
21480,246,61,61,1,finalizado,efectivo,Magdalena,Pueblo Libre,C. de Graciela Ibáñez 19 Piso 0 ,Pasadizo de Ciríaco Cifuentes 47 Puerta 2 ,25.37,73,50.16,2026-06-28 22:55:00,2026-06-28 22:57:00,2026-06-29 00:10:00
21481,5542,105,105,2,finalizado,efectivo,Lince,San Borja,Avenida Iker Cantón 6,Camino de Aníbal Toledo 44,12.54,36,35.20,2026-04-02 04:03:00,2026-04-02 04:12:00,2026-04-02 04:48:00
21482,16226,295,295,2,finalizado,tarjeta,Barranco,San Isidro,Pasaje de Gustavo Gallo 13 Piso 0 ,Alameda Narciso Gálvez 4,12.29,29,32.60,2026-06-26 02:08:00,2026-06-26 02:13:00,2026-06-26 02:42:00
21483,11958,383,383,2,finalizado,tarjeta,Lince,Callao,Rambla de Pedro Patiño 64 Puerta 8 ,Pasaje Marciano Escribano 44,27.04,82,70.95,2026-04-24 01:05:00,2026-04-24 01:14:00,2026-04-24 02:36:00
21484,6389,406,406,3,finalizado,billetera,Surco,Lince,Cañada de Leire Ortiz 72 Apt. 17 ,Callejón de Jenaro Oliver 397,25.95,68,89.20,2026-07-10 17:28:00,2026-07-10 17:34:00,2026-07-10 18:42:00
21485,18013,138,138,1,finalizado,tarjeta,Lince,Barranco,Glorieta Tania Torre 57,Urbanización de Águeda Palau 19,18.47,42,41.78,2026-06-09 18:46:00,2026-06-09 18:47:00,2026-06-09 19:29:00
21486,1097,372,372,2,finalizado,tarjeta,Pueblo Libre,San Borja,Pasadizo de Jafet Chaparro 9,Vial de Eligia Expósito 21 Apt. 44 ,26.96,64,65.07,2026-05-10 15:01:00,2026-05-10 15:07:00,2026-05-10 16:11:00
21487,10688,507,507,3,finalizado,tarjeta,La Molina,Barranco,Plaza de Anacleto Flor 3,Camino Lope Garcia 74,5.07,19,26.44,2026-03-19 02:09:00,2026-03-19 02:12:00,2026-03-19 02:31:00
21488,7543,245,245,1,finalizado,efectivo,Callao,Magdalena,Vial Adelaida Barrios 49 Piso 0 ,Via Emilio Millán 40 Apt. 27 ,3.03,8,9.33,2026-06-04 17:49:00,2026-06-04 17:52:00,2026-06-04 18:00:00
21489,5249,116,116,2,finalizado,efectivo,Lince,Callao,Cañada Benigna Piñol 2,Cañada Pilar Martorell 8 Piso 0 ,7.91,27,25.61,2026-06-17 13:52:00,2026-06-17 13:57:00,2026-06-17 14:24:00
21490,18718,351,351,4,finalizado,efectivo,San Borja,Barranco,Paseo de Vidal Clemente 75,Acceso Máximo Nevado 6 Puerta 1 ,26.40,87,195.54,2026-03-22 08:21:00,2026-03-22 08:22:00,2026-03-22 09:49:00
21491,9984,466,466,3,finalizado,efectivo,Jesús María,Lince,Calle Miguel Ángel Dalmau 53 Puerta 4 ,Acceso de Santos Arana 5,9.41,27,38.50,2026-07-09 10:10:00,2026-07-09 10:16:00,2026-07-09 10:43:00
21492,2943,272,272,2,finalizado,tarjeta,Magdalena,Pueblo Libre,Plaza Silvestre Caparrós 76,Cuesta Leonardo Juárez 38,3.50,9,18.16,2026-07-22 09:44:00,2026-07-22 09:45:00,2026-07-22 09:54:00
21493,1574,109,109,1,finalizado,efectivo,San Juan de Lurigancho,Jesús María,Ronda de Martin Morán 639,Acceso Leandro Mancebo 8,27.29,62,49.52,2026-06-27 04:49:00,2026-06-27 04:55:00,2026-06-27 05:57:00
21494,16768,166,166,3,finalizado,billetera,Miraflores,La Molina,Paseo de Eladio Leal 7 Apt. 31 ,Rambla de Violeta Pino 1 Puerta 5 ,20.03,53,70.91,2026-08-03 17:48:00,2026-08-03 17:53:00,2026-08-03 18:46:00
21495,17060,84,84,1,finalizado,billetera,Lince,Pueblo Libre,Via de Ildefonso Giralt 79,Plaza de Bonifacio Valencia 84 Puerta 8 ,24.43,89,53.12,2026-06-03 13:38:00,2026-06-03 13:45:00,2026-06-03 15:14:00
21496,3713,111,111,2,finalizado,billetera,Lince,San Juan de Lurigancho,Rambla Ema Jaén 5,Alameda Begoña Martínez 26 Puerta 6 ,23.40,76,86.06,2026-04-06 07:03:00,2026-04-06 07:12:00,2026-04-06 08:28:00
21497,19565,184,184,2,finalizado,billetera,San Borja,San Isidro,Pasadizo Teresa Maestre 47 Puerta 0 ,Paseo Ambrosio Perales 25,18.60,69,54.55,2026-08-04 03:46:00,2026-08-04 03:48:00,2026-08-04 04:57:00
21498,9094,575,575,1,finalizado,tarjeta,La Molina,Miraflores,Cañada de Rosario Quero 88 Piso 4 ,Camino Fanny Castells 32,24.23,56,44.65,2026-05-23 10:01:00,2026-05-23 10:02:00,2026-05-23 10:58:00
21499,2675,577,577,1,finalizado,billetera,Lince,San Borja,Glorieta Primitivo Peral 70,Cuesta de Carlota Lillo 66 Piso 3 ,11.54,36,25.69,2026-05-08 04:35:00,2026-05-08 04:42:00,2026-05-08 05:18:00
21500,19514,437,437,1,finalizado,tarjeta,Callao,Miraflores,Glorieta Eliseo Llorente 39,Cañada Yago Iglesia 29,26.79,86,65.96,2026-08-27 08:14:00,2026-08-27 08:19:00,2026-08-27 09:45:00
21501,1387,230,230,2,finalizado,billetera,San Isidro,Jesús María,Acceso de Isidoro Suarez 3 Apt. 04 ,Camino Calixta Estrada 817,22.07,83,64.06,2026-04-06 14:19:00,2026-04-06 14:23:00,2026-04-06 15:46:00
21502,18426,201,201,2,finalizado,billetera,La Molina,San Juan de Lurigancho,Callejón Graciano Sainz 871,Acceso de Manu Cruz 23 Piso 0 ,9.13,26,27.06,2026-06-14 00:38:00,2026-06-14 00:47:00,2026-06-14 01:13:00
21503,14787,94,94,4,finalizado,billetera,La Molina,Jesús María,Acceso de Delfina Cuéllar 94 Apt. 34 ,Camino Sara Corral 71 Apt. 51 ,22.83,62,99.89,2026-08-23 13:19:00,2026-08-23 13:23:00,2026-08-23 14:25:00
21504,9680,356,356,1,finalizado,efectivo,Magdalena,San Isidro,Acceso de Aníbal Garzón 52,C. de Juan Carlos Rios 8,26.34,65,59.07,2026-03-28 08:17:00,2026-03-28 08:22:00,2026-03-28 09:27:00
21505,10781,68,68,1,finalizado,tarjeta,Pueblo Libre,San Borja,Rambla de Candelaria Nuñez 2 Puerta 4 ,Camino de Nydia Botella 395 Puerta 3 ,12.05,31,25.01,2026-06-20 13:31:00,2026-06-20 13:32:00,2026-06-20 14:03:00
21506,75,42,42,2,finalizado,efectivo,La Molina,Callao,Acceso de Bernabé Alberola 606 Apt. 05 ,Paseo de Graciana Noriega 40 Apt. 69 ,25.69,57,60.99,2026-08-28 11:11:00,2026-08-28 11:18:00,2026-08-28 12:15:00
21507,10068,92,92,3,finalizado,efectivo,Callao,Miraflores,Cañada de Adrián Llanos 144 Puerta 1 ,Calle Jose Antonio Cadenas 8 Apt. 65 ,4.00,13,21.65,2026-04-11 23:15:00,2026-04-11 23:21:00,2026-04-11 23:34:00
21508,4925,50,50,3,finalizado,billetera,Magdalena,Pueblo Libre,Rambla de Leandra Burgos 293,Calle Sonia Sanjuan 24,18.97,42,63.89,2026-03-23 01:49:00,2026-03-23 01:52:00,2026-03-23 02:34:00
21509,18991,184,184,1,finalizado,billetera,Lince,San Juan de Lurigancho,Rambla de Jose Carlos Marqués 3,Urbanización de Nicodemo Nadal 3 Piso 8 ,26.86,100,70.26,2026-08-03 08:39:00,2026-08-03 08:46:00,2026-08-03 10:26:00
21510,6220,275,275,1,finalizado,billetera,Barranco,La Molina,Rambla de Jacinto Cabañas 27 Apt. 04 ,Acceso de Gastón Figueroa 32,2.79,10,9.57,2026-08-25 01:18:00,2026-08-25 01:27:00,2026-08-25 01:37:00
21511,5204,430,430,2,finalizado,billetera,Barranco,Surco,Via Alberto Gimenez 17 Piso 5 ,Via de Elisa Barral 74 Piso 6 ,16.05,36,40.29,2026-08-11 01:53:00,2026-08-11 01:56:00,2026-08-11 02:32:00
21512,1260,451,451,2,finalizado,billetera,Pueblo Libre,San Isidro,Pasaje de Ramiro Aller 58,Calle Juan José Ochoa 35 Puerta 0 ,4.58,13,16.30,2026-03-22 14:17:00,2026-03-22 14:24:00,2026-03-22 14:37:00
21513,2335,38,38,2,finalizado,billetera,Jesús María,San Isidro,Cañada de Calixta Somoza 845 Puerta 1 ,Rambla Galo Sanjuan 1,8.11,22,24.30,2026-03-01 21:49:00,2026-03-01 21:58:00,2026-03-01 22:20:00
21514,9593,504,504,1,finalizado,billetera,Lince,Miraflores,Via de Coral Mir 31,Pasadizo Dulce Canals 11,3.88,11,13.22,2026-04-03 20:14:00,2026-04-03 20:22:00,2026-04-03 20:33:00
21515,5907,429,429,1,finalizado,efectivo,San Isidro,Miraflores,Pasaje de Fito Amor 719 Puerta 3 ,Paseo Josué Donaire 5,11.11,39,25.97,2026-07-31 00:46:00,2026-07-31 00:50:00,2026-07-31 01:29:00
21516,2971,181,181,3,finalizado,efectivo,La Molina,Barranco,Rambla de Fabián Azcona 1,Acceso Tristán Novoa 67,2.85,6,16.26,2026-06-29 22:28:00,2026-06-29 22:37:00,2026-06-29 22:43:00
21517,19970,428,428,2,finalizado,tarjeta,Callao,La Molina,Cañada Micaela Guillén 74,Pasaje de Estefanía Atienza 97,22.88,65,59.48,2026-08-22 15:02:00,2026-08-22 15:05:00,2026-08-22 16:10:00
21518,7081,489,489,2,finalizado,tarjeta,Miraflores,Barranco,Vial de Haroldo Moles 3 Puerta 0 ,Paseo Juan Luis Orozco 4,6.85,15,20.23,2026-06-01 12:07:00,2026-06-01 12:15:00,2026-06-01 12:30:00
21519,5057,334,334,2,finalizado,efectivo,Surco,Jesús María,Camino Agapito Palomares 48 Apt. 78 ,C. de Candelas Bru 775,1.38,4,8.78,2026-04-02 16:32:00,2026-04-02 16:40:00,2026-04-02 16:44:00
21520,8994,514,514,2,finalizado,billetera,Callao,La Molina,Calle de Hugo Corral 22,Pasadizo de Ale Mayoral 17 Piso 9 ,7.05,26,24.04,2026-04-10 04:27:00,2026-04-10 04:36:00,2026-04-10 05:02:00
21521,12150,496,496,1,finalizado,tarjeta,San Borja,Lince,Avenida Pío Uría 805,Callejón Flora Torrijos 19 Piso 3 ,7.82,27,23.22,2026-03-28 06:58:00,2026-03-28 07:04:00,2026-03-28 07:31:00
21522,11036,138,138,4,finalizado,efectivo,La Molina,Pueblo Libre,Cañada Marino Fabra 24 Apt. 66 ,Pasaje Augusto Cabo 70,7.84,27,44.67,2026-05-18 15:37:00,2026-05-18 15:38:00,2026-05-18 16:05:00
21523,6520,276,276,3,finalizado,tarjeta,San Borja,Miraflores,Paseo de Juan José Pinilla 52,Cuesta Lola Guillén 961,6.12,18,42.05,2026-05-17 07:40:00,2026-05-17 07:44:00,2026-05-17 08:02:00
21524,1717,10,10,2,finalizado,efectivo,Surco,Lince,Urbanización Esperanza Capdevila 87,Cuesta de Concepción Martorell 48,22.56,68,59.97,2026-04-01 05:22:00,2026-04-01 05:29:00,2026-04-01 06:37:00
21525,9595,289,289,2,finalizado,billetera,Callao,Pueblo Libre,Calle Victorino Solana 52 Apt. 83 ,Paseo Cristian Miralles 24,18.42,67,53.65,2026-07-13 15:45:00,2026-07-13 15:54:00,2026-07-13 17:01:00
21526,12513,591,591,3,finalizado,billetera,San Borja,La Molina,Glorieta de Osvaldo Arcos 301,Plaza de Ulises Daza 99 Puerta 0 ,2.91,10,18.17,2026-06-12 17:13:00,2026-06-12 17:15:00,2026-06-12 17:25:00
21527,914,131,131,3,finalizado,billetera,Miraflores,San Isidro,Rambla de Carolina Soler 15 Puerta 4 ,Glorieta de Eusebio Borrás 5 Apt. 23 ,4.18,16,23.35,2026-07-21 14:01:00,2026-07-21 14:02:00,2026-07-21 14:18:00
21528,14932,65,65,2,finalizado,tarjeta,Magdalena,Pueblo Libre,Glorieta Amanda Sanmartín 25 Apt. 76 ,Avenida Rafa Galán 201,22.61,69,81.49,2026-08-30 19:13:00,2026-08-30 19:21:00,2026-08-30 20:30:00
21529,15452,367,367,2,finalizado,efectivo,San Juan de Lurigancho,Surco,Ronda de Alejandra Amo 2,Urbanización Remigio Arnal 53 Apt. 56 ,24.12,54,57.75,2026-03-26 05:53:00,2026-03-26 05:57:00,2026-03-26 06:51:00
21530,9823,369,369,1,finalizado,efectivo,Pueblo Libre,San Isidro,Calle de Goyo Uriarte 7 Piso 7 ,Camino de Tere Martin 9 Apt. 86 ,11.46,43,32.83,2026-06-01 20:05:00,2026-06-01 20:14:00,2026-06-01 20:57:00
21531,14921,551,551,2,finalizado,efectivo,La Molina,Magdalena,Via Noemí Perera 613,Vial de Benita Cerdán 93 Piso 3 ,27.49,92,74.80,2026-03-16 04:45:00,2026-03-16 04:54:00,2026-03-16 06:26:00
21532,16927,241,241,3,finalizado,tarjeta,Jesús María,Miraflores,Camino Anastasia Colom 52 Apt. 84 ,Pasadizo de Ana Goicoechea 929 Piso 4 ,7.06,26,33.47,2026-05-12 05:18:00,2026-05-12 05:27:00,2026-05-12 05:53:00
21533,16940,304,304,1,finalizado,tarjeta,Pueblo Libre,San Borja,Ronda de Paloma Amaya 2,Urbanización Ibán Losada 73 Apt. 89 ,26.56,61,48.47,2026-05-07 21:16:00,2026-05-07 21:24:00,2026-05-07 22:25:00
21534,6380,555,555,2,finalizado,tarjeta,La Molina,Lince,Callejón de Montserrat Alcaraz 44 Piso 8 ,Calle de Ariel Meléndez 26,14.06,41,39.01,2026-05-09 11:30:00,2026-05-09 11:34:00,2026-05-09 12:15:00
21535,11661,443,443,3,finalizado,efectivo,Surco,Miraflores,Via de Filomena Tovar 80,Paseo Aura Millán 897,11.07,40,47.59,2026-08-11 00:17:00,2026-08-11 00:22:00,2026-08-11 01:02:00
21536,19578,18,18,1,finalizado,efectivo,Jesús María,Pueblo Libre,C. de Hilda Cuesta 74 Piso 1 ,Glorieta Pío Zabaleta 43,27.89,102,72.21,2026-05-31 08:20:00,2026-05-31 08:24:00,2026-05-31 10:06:00
21537,6260,517,517,2,finalizado,efectivo,Magdalena,Callao,Pasaje Guadalupe Lucas 123,Rambla de Javiera Doménech 771 Piso 2 ,18.09,45,46.13,2026-06-30 16:15:00,2026-06-30 16:23:00,2026-06-30 17:08:00
21538,4973,241,241,2,finalizado,billetera,Surco,Magdalena,Calle Maricruz Bustamante 22,Cuesta de Tristán Anaya 617 Puerta 3 ,5.76,16,18.97,2026-06-25 10:37:00,2026-06-25 10:41:00,2026-06-25 10:57:00
21539,5762,179,179,2,finalizado,tarjeta,Barranco,Callao,Pasadizo de Delfina Flores 57 Puerta 1 ,Via de Elodia Alfonso 59,27.81,78,70.78,2026-07-29 04:24:00,2026-07-29 04:33:00,2026-07-29 05:51:00
21540,2834,592,592,2,finalizado,efectivo,Pueblo Libre,San Juan de Lurigancho,Vial de Natanael Carbó 288,Acceso Matías García 96,22.76,58,57.06,2026-04-26 17:47:00,2026-04-26 17:52:00,2026-04-26 18:50:00
21541,9667,114,114,2,finalizado,tarjeta,Lince,San Isidro,Alameda de Ester Ferrán 13,Cuesta de Alexandra Ibáñez 2 Piso 7 ,10.96,27,30.03,2026-04-30 13:14:00,2026-04-30 13:20:00,2026-04-30 13:47:00
21542,16134,595,595,3,finalizado,efectivo,Callao,Surco,Rambla de Fanny Espada 479,Plaza de África Figueroa 7 Puerta 3 ,12.41,36,72.60,2026-04-19 07:32:00,2026-04-19 07:38:00,2026-04-19 08:14:00
21543,11960,37,37,2,finalizado,billetera,San Borja,Miraflores,Acceso Pedro Noguera 48,Acceso de Julio Calatayud 17 Apt. 25 ,13.80,32,35.75,2026-08-12 23:59:00,2026-08-13 00:08:00,2026-08-13 00:40:00
21544,558,154,154,2,finalizado,billetera,Lince,Callao,Urbanización de Amaro Osuna 44 Puerta 7 ,Alameda Candela Blanca 267,27.22,97,76.01,2026-06-15 02:28:00,2026-06-15 02:35:00,2026-06-15 04:12:00
21545,6380,118,118,2,finalizado,efectivo,Jesús María,Magdalena,Callejón de Tito Gomila 9,Urbanización de Rodolfo Ferrando 23,25.93,66,64.22,2026-08-09 12:38:00,2026-08-09 12:41:00,2026-08-09 13:47:00
21546,15087,516,516,2,finalizado,billetera,Callao,La Molina,Acceso de Arsenio Alemany 851,Pasaje Norberto Martín 827,13.18,35,48.34,2026-08-11 08:04:00,2026-08-11 08:12:00,2026-08-11 08:47:00
21547,12782,560,560,2,finalizado,efectivo,San Juan de Lurigancho,San Isidro,Cañada Flavia Saldaña 86,Cuesta Ágata Menendez 22 Piso 1 ,21.91,79,62.55,2026-04-11 16:44:00,2026-04-11 16:46:00,2026-04-11 18:05:00
21548,9580,323,323,1,finalizado,efectivo,Surco,Jesús María,Plaza Coral Mercader 17,Callejón Delfina Gallart 495 Puerta 1 ,21.62,52,40.78,2026-03-21 10:02:00,2026-03-21 10:05:00,2026-03-21 10:57:00
21549,3568,95,95,2,finalizado,efectivo,Surco,Callao,Camino de Eustaquio Narváez 39 Apt. 50 ,Cuesta de Nieves Oliver 92,23.05,85,89.27,2026-08-11 19:50:00,2026-08-11 19:59:00,2026-08-11 21:24:00
21550,18097,263,263,3,finalizado,tarjeta,Miraflores,Barranco,Camino de Marcelino Amores 19,C. Zacarías Barco 72,8.05,27,35.85,2026-07-13 15:07:00,2026-07-13 15:13:00,2026-07-13 15:40:00
21551,19613,196,196,1,finalizado,tarjeta,La Molina,Miraflores,Alameda de Basilio Calleja 160,Callejón de Gonzalo Vera 170 Piso 5 ,7.15,27,18.62,2026-03-07 17:45:00,2026-03-07 17:49:00,2026-03-07 18:16:00
21552,3553,85,85,2,finalizado,tarjeta,Surco,Lince,Avenida Eduardo Cantero 13 Puerta 5 ,Paseo Francisca Miró 80 Puerta 4 ,7.82,29,35.26,2026-04-07 20:05:00,2026-04-07 20:09:00,2026-04-07 20:38:00
21553,13251,60,60,2,finalizado,efectivo,Barranco,Magdalena,Rambla Saturnino Iglesia 232 Apt. 42 ,Calle Anna Martín 1 Puerta 3 ,21.37,66,77.77,2026-08-31 19:09:00,2026-08-31 19:18:00,2026-08-31 20:24:00
21554,4975,377,377,2,finalizado,tarjeta,Callao,Miraflores,Ronda de Cornelio Rius 28 Puerta 7 ,Paseo Ximena Doménech 463 Apt. 41 ,27.57,64,65.96,2026-06-02 17:29:00,2026-06-02 17:31:00,2026-06-02 18:35:00
21555,6153,135,135,1,finalizado,tarjeta,San Isidro,Barranco,Glorieta Máximo Machado 363 Piso 2 ,Vial Angelino Tirado 13,27.72,108,61.49,2026-04-17 16:27:00,2026-04-17 16:31:00,2026-04-17 18:19:00
21556,6645,35,35,3,finalizado,efectivo,Lince,San Borja,Via de Ceferino Segovia 478,Callejón Ainoa Criado 16 Puerta 3 ,18.16,49,65.46,2026-07-08 04:15:00,2026-07-08 04:18:00,2026-07-08 05:07:00
21557,13317,501,501,3,finalizado,billetera,Pueblo Libre,Callao,Avenida de Rita Múgica 245 Puerta 4 ,Plaza Chita Fabra 56,22.61,66,81.79,2026-08-12 23:17:00,2026-08-12 23:19:00,2026-08-13 00:25:00
21558,4048,184,184,2,finalizado,tarjeta,Callao,San Isidro,Rambla de Juanita Alarcón 4,Calle de Manolo Bernat 533,2.64,7,11.57,2026-04-04 04:55:00,2026-04-04 04:59:00,2026-04-04 05:06:00
21559,13523,66,66,1,finalizado,billetera,La Molina,San Isidro,Cañada de Nicanor Herranz 8 Puerta 2 ,Via de Alcides Barroso 4,11.21,41,26.58,2026-05-12 13:59:00,2026-05-12 14:07:00,2026-05-12 14:48:00
21560,443,436,436,1,finalizado,tarjeta,San Isidro,Surco,Pasadizo de Ramón Bertrán 68 Apt. 30 ,Alameda de Rosario Frías 5 Piso 2 ,4.39,17,13.08,2026-03-07 05:09:00,2026-03-07 05:17:00,2026-03-07 05:34:00
21561,18561,158,158,1,finalizado,efectivo,Pueblo Libre,Magdalena,Ronda de Faustino Muro 98,Pasaje Calisto Campoy 1,3.45,8,9.79,2026-08-10 21:48:00,2026-08-10 21:50:00,2026-08-10 21:58:00
21562,6476,583,583,1,finalizado,efectivo,San Juan de Lurigancho,Surco,Ronda Pilar Bonet 506,Calle Juana Maza 22,23.09,70,46.90,2026-07-06 12:38:00,2026-07-06 12:41:00,2026-07-06 13:51:00
21563,3552,273,273,2,finalizado,efectivo,Surco,Jesús María,Plaza de Josué Vallés 79,Ronda de Leocadio Rosselló 14,22.09,67,58.97,2026-07-04 10:24:00,2026-07-04 10:25:00,2026-07-04 11:32:00
21564,19944,193,193,1,finalizado,efectivo,Callao,Surco,Acceso Manu Giralt 318,Cuesta de José Antonio Olivé 87 Piso 1 ,3.59,9,10.20,2026-07-24 22:41:00,2026-07-24 22:49:00,2026-07-24 22:58:00
21565,2164,36,36,3,finalizado,efectivo,San Borja,Surco,Calle Leonor Olivera 4,Glorieta de María Jesús Salom 8 Apt. 64 ,7.67,29,36.01,2026-05-22 06:23:00,2026-05-22 06:27:00,2026-05-22 06:56:00
21566,2006,539,539,2,finalizado,efectivo,San Isidro,San Juan de Lurigancho,Pasaje Ciríaco Rodriguez 1,C. de Eduardo Alcolea 96,3.86,15,15.90,2026-08-09 10:45:00,2026-08-09 10:54:00,2026-08-09 11:09:00
21567,957,342,342,2,finalizado,efectivo,Barranco,Miraflores,Callejón Maximiano Adán 9 Puerta 4 ,Glorieta Leticia Rojas 153,16.23,41,42.15,2026-08-08 13:47:00,2026-08-08 13:52:00,2026-08-08 14:33:00
21568,4928,98,98,3,finalizado,billetera,Lince,Surco,Paseo de Reyes Hierro 1,Cañada de Marcio Aguilera 70 Puerta 3 ,2.77,7,24.83,2026-04-05 06:59:00,2026-04-05 07:06:00,2026-04-05 07:13:00
21569,16422,331,331,3,finalizado,efectivo,Lince,Barranco,Cuesta Zacarías Arce 509,Urbanización de Rosenda Ariza 53 Puerta 1 ,17.51,68,72.74,2026-03-26 10:02:00,2026-03-26 10:09:00,2026-03-26 11:17:00
21570,5740,490,490,1,finalizado,tarjeta,Miraflores,San Juan de Lurigancho,Avenida Isaac Valdés 14,C. de Eva Sureda 39 Piso 9 ,3.00,10,9.80,2026-05-01 04:04:00,2026-05-01 04:09:00,2026-05-01 04:19:00
21571,19501,159,159,2,finalizado,tarjeta,Pueblo Libre,Lince,Glorieta de Isabel Álvaro 65,Via Loreto Palomino 94 Apt. 79 ,15.57,49,59.07,2026-04-08 08:39:00,2026-04-08 08:44:00,2026-04-08 09:33:00
21572,11815,444,444,2,finalizado,tarjeta,Miraflores,La Molina,Plaza de Fortunato Madrid 741 Puerta 2 ,Callejón Aitor Raya 834,27.66,106,79.53,2026-08-01 02:27:00,2026-08-01 02:29:00,2026-08-01 04:15:00
21573,5192,112,112,4,finalizado,tarjeta,Miraflores,San Juan de Lurigancho,Ronda Felipe Espinosa 7 Puerta 0 ,Rambla de Miguel Requena 86 Apt. 06 ,14.55,45,70.67,2026-05-17 05:29:00,2026-05-17 05:31:00,2026-05-17 06:16:00
21574,17988,310,310,1,finalizado,tarjeta,Barranco,Miraflores,Cañada Marco Viana 99 Apt. 45 ,Plaza de Joan Quintana 807,10.22,22,20.74,2026-04-07 00:30:00,2026-04-07 00:35:00,2026-04-07 00:57:00
21575,12605,361,361,2,finalizado,billetera,Callao,Magdalena,Calle Severiano Terrón 1,Pasadizo de Gregorio Bustamante 58 Piso 8 ,27.24,103,77.96,2026-03-06 05:28:00,2026-03-06 05:34:00,2026-03-06 07:17:00
21576,8215,117,117,3,finalizado,billetera,San Borja,San Juan de Lurigancho,Rambla de Manu Agustín 92 Apt. 84 ,Glorieta Juan Francisco Rey 1 Piso 0 ,22.71,52,75.68,2026-04-22 10:09:00,2026-04-22 10:11:00,2026-04-22 11:03:00
21577,6303,511,511,2,finalizado,billetera,Magdalena,Pueblo Libre,Cañada Felix Alcántara 19,Cañada de Amor Heredia 249,23.36,51,55.69,2026-08-14 03:48:00,2026-08-14 03:54:00,2026-08-14 04:45:00
21578,3967,274,274,1,finalizado,billetera,Barranco,San Isidro,Callejón Graciela Maestre 60,Avenida Paz Oller 15 Piso 4 ,11.00,25,22.35,2026-03-02 23:53:00,2026-03-02 23:57:00,2026-03-03 00:22:00
21579,14239,549,549,2,finalizado,efectivo,Magdalena,Callao,Pasaje Ernesto Monreal 5,Cuesta de Juan Bautista Fajardo 4 Piso 5 ,18.62,68,54.26,2026-05-19 03:22:00,2026-05-19 03:27:00,2026-05-19 04:35:00
21580,7828,73,73,2,finalizado,tarjeta,Surco,Jesús María,Via de Manola Puerta 91 Puerta 9 ,Pasaje de Marcelo Manjón 34 Puerta 0 ,25.90,74,66.73,2026-06-27 13:37:00,2026-06-27 13:43:00,2026-06-27 14:57:00
